model,pair_id,shared_eligible,event_type,condition,waveform_sha256,ignore_correct,use_correct,ignore_prediction,use_prediction,failure_stage,ignore_valid_selection,use_event_selected,ignore_target_coverage
3b,dev-esc50-0166,True,frog,prompt_only,1f4203186ad16e6668233f0472db43681728a64513921d7a9061e60066d417f6,False,True,B,C,,False,False,0.18431732360530295
3b,dev-esc50-0173,True,siren,prompt_only,e151399d3d17bc96e144ac32fbea8a54d5d4d8f219d57bf2b8bde3933b54f1dc,True,True,D,B,,False,False,0.1860026963221434
3b,dev-esc50-0174,True,train,prompt_only,aa60151700f9de57c85d67e10b0ee585fb5087f9c1e0d0672a511d0fae372fa5,True,True,D,B,,False,False,0.1577054870012003
3b,dev-esc50-0175,True,pig,prompt_only,d9156672422b7be9099769774287369559c86bbda10a833b0d1eb8e4ae508181,True,True,D,B,,False,False,0.19684844304579618
3b,dev-esc50-0176,True,thunderstorm,prompt_only,1f25d7158a74edf7aac6e212e7169f6fc36ef1d5b9611fee51c7ea1349f503cd,True,True,A,A,,False,False,0.16484814287934396
3b,dev-esc50-0177,True,thunderstorm,prompt_only,4aacb888b5adafc4730a30001bcb45275b0a63569f75e598015fb89f69e8c9fa,True,True,B,A,,False,False,0.17247889089355237
3b,dev-esc50-0180,True,frog,prompt_only,7361d5500fc98de1d2bb9308da2504e4f33c87d37b77b6f381e1a98c6ce0e4a8,True,True,B,A,,False,False,0.17053903603045648
3b,dev-esc50-0181,False,sheep,prompt_only,3fdef47f4a2846c88c37630c00b9f8798c71c4be6aa983033abdb59d8b5dba74,True,True,C,D,,False,False,0.1503805564438759
3b,dev-esc50-0183,True,footsteps,prompt_only,12b7dba9ced63956831d80920b305c39de172d92982fb29b1bf42e006241f2e1,True,True,B,A,,False,False,0.17191860557862387
3b,dev-esc50-0186,True,car_horn,prompt_only,4260a0fe48940328190416d63b654f4e1c3a5ac8bd42a894e65b403270ab6302,True,True,C,B,,False,False,0.1562159270046106
3b,dev-esc50-0188,True,clock_alarm,prompt_only,b517cc28f5690df343532acda0c87cfe568788305cb63472c0a35b22c82d3225,True,True,D,B,,False,False,0.15453913639398112
3b,dev-esc50-0189,True,cow,prompt_only,57e666155ffc193e4087b7e08dcb61e5f2198e8d9b80393a8789a545b712acef,True,False,B,B,,False,False,0.193036440332018
3b,dev-esc50-0191,True,dog,prompt_only,21ca8b4a1e86a34b618e7cfe9a15a4475509a73452aea630171b5baadde9daf6,True,True,A,A,,False,False,0.16670837504170838
3b,dev-esc50-0192,True,clock_alarm,prompt_only,59d2bb59f2e51aec66c7b378afa7d829665aa119c769180d05b477543f9b432b,True,True,A,A,,False,False,0.15979025664754362
3b,dev-esc50-0196,False,airplane,prompt_only,7f2d91f842683c0659e89418d39fe4ec941967b809c9bae5148974224a39effa,True,True,D,B,,False,False,0.17937294946034854
3b,dev-esc50-0198,False,cat,prompt_only,43d4168bd6dfb13d9a38ac7f6b64f6c977bba97b13652e7d62188ae69c2dc721,False,True,B,A,,False,False,0.16538987911320063
3b,dev-esc50-0200,True,thunderstorm,prompt_only,7043fe5f708a436e3566596d675a169e576fa0774c1a88c33e00f4cc18d5fdd1,True,True,B,A,,False,False,0.16445742153899576
3b,dev-esc50-0201,False,glass_breaking,prompt_only,0d8dd074a797f988ed3b8c40b37214f773c5a927ad8f9a161946e36182dc85f0,True,True,C,C,,False,False,0.1875155788947237
3b,dev-esc50-0202,False,door_wood_knock,prompt_only,60c98f9218132088cb536b9983527794793c521e6c624f7459fe13fd42fe4a05,False,True,B,D,,False,False,0.2260440409139714
3b,dev-esc50-0204,False,siren,prompt_only,fb2a1b1b201579ccc88b71199e3d022f7800b1a63cd60c64e88796df6f19942f,False,True,B,C,,False,False,0.1685106057112027
3b,dev-esc50-0206,False,rain,prompt_only,673730f056a60e39761f265565e5321d32d7d4eba6f8ba80df3035340fbc9d9a,False,True,A,A,,False,False,0.15551468214371808
3b,dev-esc50-0207,True,thunderstorm,prompt_only,a4f1807e6cb82457569a7a99566ccf580111b2df8559a6f2d8cf027f517c147c,True,True,C,A,,False,False,0.17070488813729748
3b,dev-esc50-0208,False,rain,prompt_only,fb2dee564985e99593dc9ff5b0bcec0647692b338489c243fde7f07a5fb243ae,True,True,A,A,,False,False,0.16665310440773415
3b,dev-esc50-0212,True,dog,prompt_only,be92ea8291bcae6d11eab75a75db8ee9ff6fbea9354b62760cfb9af1c962c292,True,True,D,A,,False,False,0.18740918537379941
3b,dev-esc50-0213,True,glass_breaking,prompt_only,1d160edf6bd29550dacb4d90b5d39dde687a8951a0de2924946ae6bb2ee44d17,False,True,B,B,,False,False,0.19315326318085166
3b,dev-esc50-0219,True,sheep,prompt_only,24f49bfccec6c22a8dcf76a29e4712beef9a3c9bca2d5c4dc1ff752b67a48ec6,True,True,D,C,,False,False,0.18571797736435616
3b,dev-esc50-0221,True,sheep,prompt_only,931e47058308c2710c69acbbb32a4d87d9581ec2c724acdbe3a6acbae7ae9cf4,False,True,B,C,,False,False,0.19129934827721093
3b,dev-esc50-0222,True,airplane,prompt_only,097e10ce3bdd3b7d5c3fbcfde9668c9b2ad07aea1e29078cce82eb2d443d9dc6,True,True,A,B,,False,False,0.16300811092276002
3b,dev-esc50-0229,False,cow,prompt_only,60ec6de839dd507a888be98afee05a9fcd94d4ce91e5d4660a77126e2b791b19,False,True,B,B,,False,False,0.1675007352628671
3b,dev-esc50-0230,True,cat,prompt_only,7d8978baac9329ec065c638b00ab9bf97aef70e8dc75d23917a0e0de943c2c89,True,True,D,B,,False,False,0.15821167124434157
3b,dev-esc50-0233,True,door_wood_knock,prompt_only,e56d608b73ca66733e94def000204743b0545c2a15b9de4c4154a8b89ce44839,True,True,A,D,,False,False,0.1592072136172076
3b,dev-esc50-0234,True,siren,prompt_only,732ba6d31f82cda56323f48504e7af1682b89c96c147f8761c067fa9c449f446,True,True,A,A,,False,False,0.16464981285288335
3b,dev-esc50-0235,False,sheep,prompt_only,3c0be83a9b81dc0a2753a23d8ddf6aca276a4d20dafcba2d9794f4392ffcc16a,True,True,D,C,,False,False,0.16255403461730564
3b,dev-esc50-0237,False,airplane,prompt_only,8f303d72cc6624b5e57d2c08413b56d1805af15a4c08ec6eec6f3b854902054d,True,True,A,C,,False,False,0.1683134856524093
3b,dev-esc50-0238,True,car_horn,prompt_only,08d962114059e0ddcbdf7e31e7382c663532c21dcf0394ba29ebcbdf7a0cab56,True,True,A,C,,False,False,0.17694938569832983
3b,dev-esc50-0239,False,car_horn,prompt_only,4ceb2032aa2df5da280434dfde7b2a9cc15c82dd9ad23b616259debd575fd8eb,True,True,A,D,,False,False,0.17463051580979605
3b,dev-esc50-0241,True,clock_alarm,prompt_only,5799ac9ab9e1967aecf0e17bd2de16bf116e37afadfb40a323a398d292f45bbd,True,True,C,A,,False,False,0.15842828299035927
3b,dev-esc50-0243,True,crying_baby,prompt_only,26deef24311e8213bef31107697acaa9b4bba681f947dbc6a2723437b705aa94,False,True,B,A,,False,False,0.1518816562321069
3b,dev-esc50-0249,True,cow,prompt_only,363369a9b8f760bbbc84baf5fe44432cb898ad9d0096bfe171e3e3299c732ebb,True,True,D,A,,False,False,0.18353983046878658
3b,dev-esc50-0252,True,crow,prompt_only,931bd5661895929ba71ca491c06465eb60a6e55a3c7290689ed00764d3617834,False,True,B,A,,False,False,0.14981573814427873
3b,dev-esc50-0254,True,clock_alarm,prompt_only,8cc54a093d209c1bb935ef80473c7c4c8e1e3c7dc8dd1c4eeb406620f8031bbe,True,True,A,A,,False,False,0.17268922366720557
3b,dev-esc50-0255,True,footsteps,prompt_only,a85a2fa006c213ea8f481f8c2525cbb2f01d4126158ead6ce0e8564f570e0df7,True,True,A,D,,False,False,0.15455605603830466
3b,dev-esc50-0258,True,crying_baby,prompt_only,deef8ac5a222eae072836c522287f3b5e83cb0630c65626cff8f69deb60fe034,False,True,A,A,,False,False,0.20182795153694272
3b,dev-esc50-0260,False,cow,prompt_only,55e2b40e075a5c600068898d980af6266c8bb1c0848fcee6aa58324f0af1469e,True,False,C,B,,False,False,0.15789909198578758
3b,dev-esc50-0261,True,door_wood_knock,prompt_only,e97385031e64abef3fef4b624cc7722f9b271dcea6e513b72decb0b9fa8c881c,False,True,B,A,,False,False,0.1559153661613039
3b,dev-esc50-0264,True,siren,prompt_only,f01a4b14f39c47575b9b41c41f0da9fc2bc12961a09bd79d60456283587745db,True,True,B,A,,False,False,0.1548262650063381
3b,dev-esc50-0266,True,door_wood_knock,prompt_only,f8071619406948838777048e2e52d43e337a0c5fc4cafa51589edfbefd85fe58,True,True,B,B,,False,False,0.16947368046537278
3b,dev-esc50-0267,False,train,prompt_only,c078f02f379909df8d0475c681ee0c68c2f1c7b60e7b97e3c86dd22eb80a35a5,False,True,B,B,,False,False,0.19557766359889334
3b,dev-esc50-0269,True,cow,prompt_only,622e0db6d32afde0d899be500fc0f4c8518abe942bfadaf4bbfbd4b5803a6a47,True,True,C,B,,False,False,0.17271656860920645
3b,dev-esc50-0270,True,footsteps,prompt_only,33d999107d7cbdc27f99f3a3ce8231a39daebe414c2fe16e93a1d987a340f3d3,True,True,B,C,,False,False,0.16091429063966875
3b,dev-esc50-0271,False,door_wood_knock,prompt_only,3fc807ebdcb349988b63500c74db03cca728207de5278cdd44ff5b04eecf8853,True,True,A,B,,False,False,0.19883889832385732
3b,dev-esc50-0272,False,pig,prompt_only,561b9ff6eacbdd1bb942b263eb20c6c6658c2a037a89cd45b5f39b1f122d4fa5,True,True,A,C,,False,False,0.19308976270724815
3b,dev-esc50-0275,True,cat,prompt_only,39d2f894b55d8b5d8aef7dbdd6c8f05af73dbae82f93d9a05f206a41fd28de40,True,True,A,C,,False,False,0.17791756494313998
3b,dev-esc50-0276,True,door_wood_knock,prompt_only,1b38046a525a8bb284d1035a705766ae3114794365fa8dc338e75d1fd33b3466,True,True,B,C,,False,False,0.15790156512698356
3b,dev-esc50-0277,False,cat,prompt_only,78a2c940c954e16968b4a5c163c85221664687415df4ff674affd7e1a54a24ac,False,True,B,D,,False,False,0.15499669436361999
3b,dev-esc50-0280,True,airplane,prompt_only,64fef354784950ea7952757224bb3d276989ffa7c962d88cf4d03b1a62bf48a8,True,True,A,A,,False,False,0.1745920603039996
3b,dev-esc50-0281,True,train,prompt_only,398538eecc9fb12725e2de8fb7ce6258b3da1a3a4347a5e5d57e7ce3d8f6104b,True,True,A,B,,False,False,0.178411374488586
3b,dev-esc50-0282,True,crow,prompt_only,603ddf0ed9cd14143e1cb23aa41516387040daf29622f19969c9717fdc28f076,True,True,C,A,,False,False,0.1601119085406104
3b,dev-esc50-0284,True,cat,prompt_only,85ec8aa5c0bb599c05b9678a43559baf1673de6795a052040232b8faa725eff6,True,True,A,B,,False,False,0.2034560803389299
3b,dev-esc50-0285,False,fireworks,prompt_only,6eaee071e37641e0b771f4e01d67c8114a4e8c1d57631cf50815e1d2b9950365,True,True,C,B,,False,False,0.1500405857489132
3b,dev-esc50-0287,True,cat,prompt_only,467baaadb314ae01779355f8fd47d7d46f8097f04430afdd4282dc857d84178d,True,True,B,D,,False,False,0.15738572048526772
3b,dev-esc50-0297,True,rain,prompt_only,e29023abb7798f0e0a9c86b37de39ca0383039873e736da4e9d733b83da1efea,True,True,D,C,,False,False,0.15208009207230386
3b,dev-esc50-0298,False,train,prompt_only,134d20b4a0bc6898b1b8a08e3b816ffd547538bb0ff61644c15d47d8c0fc92f1,True,True,A,B,,False,False,0.1591661809373153
3b,dev-esc50-0300,True,airplane,prompt_only,fb0232a485f1d7fdd830a954848618080907e8d869df195173452511d3991aef,True,True,A,C,,False,False,0.15575182050777406
3b,dev-esc50-0301,False,pig,prompt_only,50fd03087c5c159fde76ce9b6f12bb98880a35df68d75a83c0fe695ed9115297,False,True,B,A,,False,False,0.18456207562004145
3b,dev-esc50-0303,True,cow,prompt_only,a57a8a62860a08ab82823228ca624a01b7873a38fcb6a8d3de68f87f4c26d70c,True,True,A,A,,False,False,0.1578011657542469
3b,dev-esc50-0304,True,crow,prompt_only,62a64e3b5ca9417dd915a72219e2f159d1d12246f2d00b8b3a504a9660706b11,False,True,B,D,,False,False,0.16056638830006686
3b,dev-esc50-0306,True,glass_breaking,prompt_only,bdaf8b574abaff3ee30f244b6d17db0a02fd7b6ae2535f1e969bd4a32e3d62ab,True,True,B,D,,False,False,0.17764566278316807
3b,dev-esc50-0308,False,frog,prompt_only,cd8c3f0c6b17f28d3b37d9a3a3e231005069a1545188fceb46b1c7d7183adcde,True,True,A,C,,False,False,0.16911429126008012
3b,dev-esc50-0315,True,sheep,prompt_only,f691e810e549504a7113ceb5376eed932cb2fb2dc4f025742023cc4f1e2cc3a4,False,True,C,A,,False,False,0.1635341682401449
3b,dev-esc50-0316,True,crow,prompt_only,b4c71324835f196ca78a65ef4b7986b68f8a209ab4fba6f3792ba01413f6500f,True,True,D,A,,False,False,0.15149030588322557
3b,dev-esc50-0323,False,train,prompt_only,33b5b526d10692c7b8ecabdedeff8145ab51839cd6d2b3414ef15665bf1fa86b,True,True,A,A,,False,False,0.1863018629656648
3b,dev-esc50-0324,False,crying_baby,prompt_only,deabc87cb7ad3e322d46f1433f44dfe67b644e43d99e4345d6ae32297fc187ab,False,True,A,A,,False,False,0.15810932688805748
3b,dev-esc50-0325,True,pig,prompt_only,bcc45b97a77d93805c5825569ca6e17f02b084f6146d0b1251e4e43b4670b8c7,True,True,C,A,,False,False,0.1713129741295468
3b,dev-esc50-0327,True,crow,prompt_only,f879b875448f290fe2954d5fd087c7b80666e53f60d525156889b12af88274f5,True,True,D,C,,False,False,0.16635051171253126
3b,dev-esc50-0329,False,pig,prompt_only,ff8ab964e237f0b3bd1923f788dfaeaeea7406ca8bdbfc72665c38c52e7c921a,False,True,A,A,,False,False,0.16083474820736832
3b,dev-esc50-0330,True,clock_alarm,prompt_only,91cf8eb3e99f7aebeb9c073417e880a37fe74ad687db5f6a53181dbf1d8fc5a3,True,True,D,A,,False,False,0.1667135527468402
3b,dev-esc50-0332,True,crying_baby,prompt_only,ddec0eb42a18930e8b195f172effb2250cda48c552992ba34018913e98a9466e,True,True,B,C,,False,False,0.15403870278306928
3b,dev-esc50-0334,True,cat,prompt_only,052c9b74aba3e49e10603b0649372955c7035cce7727b825c196bc8a555d15a7,False,True,B,B,,False,False,0.19808448563159586
3b,dev-esc50-0336,True,dog,prompt_only,83c00ecaf2ca38838549ae96f04b40d5da0a13f9e3fffcb2bab3bd41eb5611de,True,True,D,A,,False,False,0.19250820225477625
3b,dev-esc50-0337,True,rooster,prompt_only,071a5f3a1268372dfba290b2ac2d1552e8bb604652c251dffd0a80a9c650407d,True,True,B,A,,False,False,0.1731342754823058
3b,dev-esc50-0341,True,train,prompt_only,78d4c1f25068f3e1bb067dd3c64253057fb97834909fbcf80bda450ac6ed777e,True,False,B,C,,False,False,0.16950516482489442
3b,dev-esc50-0342,False,frog,prompt_only,4ea91e42e5412847ed59f8f76eebd8e66c2724e3d944b64c71da2d32e4bf76f7,True,True,A,D,,False,False,0.19029552726085533
3b,dev-esc50-0343,True,sheep,prompt_only,82ee656716f49c3b88c5622545cb5397f8c5c415809698d787991e3806ceecd4,True,True,D,C,,False,False,0.17808226682308223
3b,dev-esc50-0344,True,cat,prompt_only,84c7337eefd1c9cab84b43211a370e380ba4706472d3a3935b779b948f22155b,True,False,D,D,,False,False,0.17624342675009097
3b,dev-esc50-0345,True,glass_breaking,prompt_only,c90d8bfaeb2f4ae0d11266657e3530c296cdee33d6b10417d24fc2dfaef6a42b,False,True,B,B,,False,False,0.16930566890410043
3b,dev-esc50-0346,True,airplane,prompt_only,76c0196cfdbb1ab337507e7a3e2e8c78c6014b6c4aac4dad7128983dafcb5a71,True,True,A,A,,False,False,0.21659281453337786
3b,dev-esc50-0349,False,airplane,prompt_only,82b24799cc72012b59eaa02deb0beb87045337581a08e5b013155573ed5349c0,False,False,B,D,,False,False,0.16644114941194998
3b,dev-esc50-0353,True,thunderstorm,prompt_only,b6d3d9b922a7249f9e971b571eaa34b3b594d4823cd79c923f7059f9c7436fab,False,True,A,B,,False,False,0.14545202873919366
3b,dev-esc50-0354,True,siren,prompt_only,63435c2b26a1f97813414a9784362f6d21c2e702cd69a7b5fae9ff1a25523c5f,True,True,C,B,,False,False,0.17902487304159914
3b,dev-esc50-0355,True,rooster,prompt_only,c7361f264ba693f5a8fa80ba7bedacb9ed7b3277efdffd59ec46688b1cca15c5,True,True,A,B,,False,False,0.1571842129824821
3b,dev-esc50-0362,False,fireworks,prompt_only,24b390673d959cb12bdbea58137f779e0f34f8a58d64033f7276fd66d5322faa,False,True,B,A,,False,False,0.16628721006085725
3b,dev-esc50-0365,False,sheep,prompt_only,92971f306297ce907996cdd85167629d6abc2a9becfa480b798dfd00d8280eb4,True,True,D,C,,False,False,0.17028451359894217
3b,dev-esc50-0367,True,rooster,prompt_only,05859cd01984026513c4675da5045935f7006e1cf11348dfaa6447f3a3cc8598,True,True,D,D,,False,False,0.1628795090816114
3b,dev-esc50-0368,True,airplane,prompt_only,ed58630afbe17a477a1265e88db56a716c783377e735a44be66f4feec5beddec,True,True,D,D,,False,False,0.17650524580876104
3b,dev-esc50-0369,True,rooster,prompt_only,39730431f05af8f90b95c03a3cefec329e18ca3861709c8186e21a84c40e80ae,False,True,B,C,,False,False,0.20789469059559829
3b,dev-esc50-0370,False,crow,prompt_only,facb453af9ac2538b95c46f38472418602d43f3a65d07558ddd86e05c6c9e274,True,True,D,B,,False,False,0.18980833565563415
3b,dev-esc50-0371,True,clock_alarm,prompt_only,755a085a8e91db3c8fae239c1ba18552f80c970e5a50f70ddd15bfce97dbfdb2,True,True,C,A,,False,False,0.16480891719745222
3b,dev-esc50-0375,True,crying_baby,prompt_only,bb6bf8d64c6a61550996039eca4c1c2e4b00548043bcea9a75f96a4d7d24b5fc,False,True,B,D,,False,False,0.19153447151658706
3b,dev-esc50-0377,False,airplane,prompt_only,a0989d902f1c3fa11c41ac022d9c0b323c7d4f2030cf954593e749675c9f154e,True,True,A,C,,False,False,0.17353031442756134
3b,dev-esc50-0378,True,clock_alarm,prompt_only,a18d09cb007c0851a65060e3a125f6afb9a81ff6eb35773ba03c0da30c6ba841,True,True,B,B,,False,False,0.1778937680500164
3b,dev-esc50-0379,True,crying_baby,prompt_only,d769b28a080fc55dc16df08b45f87b86cd545c45c0390de57d649e4b27b01e76,True,True,C,A,,False,False,0.21780758514915283
3b,dev-esc50-0381,True,clock_alarm,prompt_only,3dff1d5a5566eec5681a6dba73bb6879a2b9cac9f910ad419a2086191ba9123c,False,True,A,A,,False,False,0.15362804172821695
3b,dev-esc50-0383,True,pig,prompt_only,b4d6001194c50f46806835759f467e4f6e0195163a27fe1fc2c6090f43c47ee6,True,True,B,C,,False,False,0.16342681038292312
3b,dev-esc50-0386,True,crying_baby,prompt_only,05115891331a2d2eb1d4b07fd3355d83d7117318aab1371622510b22784db5f3,False,True,B,A,,False,False,0.15227709160738445
3b,dev-esc50-0387,True,cat,prompt_only,8f368808943352cdbb5eafd9b8a21ba4dee832742699aae043c5ab185522383f,True,True,A,C,,False,False,0.15125974827407823
3b,dev-esc50-0390,True,door_wood_knock,prompt_only,e63d29dfe7310818203c0a3311cd9084685aed08998b25f2ded25e2baf22495d,True,True,A,C,,False,False,0.18635990010615255
3b,dev-esc50-0391,True,crying_baby,prompt_only,2723129a0ef3facec4edab0f57c0c69f8850fd1bac9a12a05efc9f4ef5e11607,True,True,D,D,,False,False,0.17940394973070017
3b,dev-esc50-0392,True,siren,prompt_only,17a9b4aeb83ede02e3494b14ea97fc1665e4bee5de87b597a1679e07c49ae51d,True,True,A,A,,False,False,0.17221095767532987
3b,dev-esc50-0393,True,car_horn,prompt_only,5c004d3ca6c1acf9c08f7d38ca5b6632078af1789e735005d3a56abee6fd7749,False,True,A,D,,False,False,0.16120993456857627
3b,dev-esc50-0396,False,siren,prompt_only,02648afa5674cca063dbb9b1da039e512ccc2e39a3ee9828993698273581db80,True,True,A,A,,False,False,0.14937152187953157
3b,dev-esc50-0399,False,thunderstorm,prompt_only,ced2a8af1dc1c32a4d13b000ac40a088694d2f6dd845902ad321f42df2c896d7,False,True,C,D,,False,False,0.1585555529456769
3b,dev-esc50-0400,True,rain,prompt_only,645562bf158991962ff480827e5dee2d5576f9c0fd823d001825902c625e566f,True,True,B,C,,False,False,0.15473010682039132
3b,dev-esc50-0402,True,thunderstorm,prompt_only,57f3ec266ccb3e3aef4963221d0aa3e738970881284fcbdb76997b0492cda116,True,True,A,B,,False,False,0.16415829332665033
3b,dev-esc50-0403,True,door_wood_knock,prompt_only,893d4a9c2b387cf5401110e6373156ccdb0bc6b120333067a23ec1db81ef57d1,True,True,A,C,,False,False,0.154428149765605
3b,dev-esc50-0406,False,pig,prompt_only,461655b65eb1d21ec6f3700aa39444f4a45003ee689079ab4b8c89fb08d6d2fc,True,True,A,D,,False,False,0.16224196876140534
3b,dev-esc50-0409,True,airplane,prompt_only,0462efe7b309b7ab6dee26b2b141e623f7eeb2e622dcb40c582a3f4f3b6e079d,True,True,A,B,,False,False,0.17063689924744774
3b,dev-esc50-0411,True,fireworks,prompt_only,ef4c8d1ebb458151ec2b1a93cf1711f93e8e3a1e521de8a4a336ffbec01e05bc,False,True,B,B,,False,False,0.17959497070978941
3b,dev-esc50-0414,True,train,prompt_only,6fa070d6a7fd01a0e37c2d98facd58704b6a62396b3ef454c49f2dc8055bd7b7,True,True,D,A,,False,False,0.15768091009807544
3b,dev-esc50-0418,True,glass_breaking,prompt_only,52528f041fe4e6734f31d8b0598090cec0f98f1c8f760b24fbc929d6ee63591b,True,True,B,B,,False,False,0.1836148764690367
3b,dev-esc50-0419,False,door_wood_knock,prompt_only,b447917c0c3b42e177514046a95090a1ea90f5867bd43beab9ffe3edd2d1a34b,True,True,A,D,,False,False,0.1627136930712486
3b,dev-esc50-0421,False,thunderstorm,prompt_only,af48055b2d411d6dbc3d4031c13ba6f37747ed57a9c08d1c4098c1c9b8e10a5c,False,True,A,C,,False,False,0.17876688818633463
3b,dev-esc50-0423,True,cat,prompt_only,3c7760b71b5d8695dfb380bb28ede932c1a301326478405f49efcb24888858f2,True,True,A,D,,False,False,0.19306840195764782
3b,dev-esc50-0425,True,fireworks,prompt_only,b851fe0e3bb0f5f201d6adde1e5aba4b864222f197f518c5d686a0b5397cb9b5,False,True,B,C,,False,False,0.15727515201590517
3b,dev-esc50-0426,True,footsteps,prompt_only,b6f4da0d362a7192c2d6af7516069a883715b6eacf7b4b3e624c3cdbae7890de,True,True,D,C,,False,False,0.16097459474627124
3b,dev-esc50-0431,True,pig,prompt_only,b201fa5ad4e05bce1e5c88c66f4bd3040786e56688f404b1c65bd9c60720efe4,True,True,A,D,,False,False,0.16160818266016994
3b,dev-esc50-0433,True,fireworks,prompt_only,7cf91d5bb417ada604d50d11949d99c1ce1bd0d4a914e42669fa3eb0ff4e74a7,False,True,A,B,,False,False,0.19031507994565786
3b,dev-esc50-0435,True,thunderstorm,prompt_only,1a1b698be1e598f8dc46a73ac264b25778b67fca6209e30c78f211aaf41f1e41,True,True,A,B,,False,False,0.16157084866260485
3b,dev-esc50-0438,True,pig,prompt_only,c07771910493ed23a1768c5ff312ca7fb1b9d9f9154da31849545aa936da618c,True,True,B,B,,False,False,0.1598753971437041
3b,dev-esc50-0440,True,thunderstorm,prompt_only,b5001798deb3a305341ef5441f38d905f1929263b838080d81f1f110d70a9ad3,True,True,D,A,,False,False,0.16557341956529678
3b,dev-esc50-0443,True,cat,prompt_only,28714cf43211e0d615d4d928d9377f5f9e34d2b35c5a471af681290e99a7c17f,True,False,B,C,,False,False,0.161613942589338
3b,dev-esc50-0445,True,train,prompt_only,80a1783eb3767675a0e3d8df97a64c203bee5a43d56f450e2666a965e103b21e,False,False,B,B,,False,False,0.19105723193996724
3b,dev-esc50-0446,True,rooster,prompt_only,ef210d7071373b7c80039fc643a1325629ce71476c2b2076a935e541a32d8cb4,True,True,B,D,,False,False,0.16253580169061455
3b,dev-esc50-0449,True,rain,prompt_only,66b4bfd77adc082a6ed7104f09b250254d2174d6a6fe9cad24591c6c41fe6f0e,True,True,A,D,,False,False,0.1649611937197044
3b,dev-esc50-0450,True,fireworks,prompt_only,36361f06f6390390ed21cdccdd2a0b3abafb85fc737a14b1b02799a9f983d437,True,True,A,B,,False,False,0.1571706783510594
3b,dev-esc50-0453,True,airplane,prompt_only,55641fcbec7eeaa6e3a699e81e37d6af47223a80a5ddc9de79b67fe809b7d8d1,True,True,B,C,,False,False,0.176203338453661
3b,dev-esc50-0457,False,footsteps,prompt_only,2498dd37c8758107da980dfec5eb06d823d3954e50575b684f72c1f62e4a0e9a,False,True,B,B,,False,False,0.16095401840126847
3b,dev-esc50-0459,True,clock_alarm,prompt_only,c09d06a669e2daefe3da586aeeded896ec004f7c1392aef9d8aca61a4de92583,True,True,C,A,,False,False,0.19309253093102907
3b,dev-esc50-0462,True,train,prompt_only,9756f2e5b8e02de0bda5fe1e0f89687b888a54156a646f96e3e1a6d9407e4aa3,True,False,B,D,,False,False,0.14973304609996613
3b,dev-esc50-0463,False,dog,prompt_only,c4cf24358fce2cfffcc8536982c51148d122e9156c1b723895a6ad885d08bfb0,True,True,A,C,,False,False,0.15172135006800577
3b,dev-esc50-0464,True,train,prompt_only,79b6fd1f08395baf7448cb590fb217165a6634a7596197fe4968462d6f7ab95f,True,True,C,B,,False,False,0.19160272804774084
3b,dev-esc50-0466,True,car_horn,prompt_only,1b005b9660b47e32a73d4ad477fcdd82f68414be3245abff2a80a61a1a755538,True,True,A,D,,False,False,0.19103056555185052
3b,dev-esc50-0467,True,door_wood_knock,prompt_only,af46ae539eaea8bd8e540710a96b1e61a0df8c62e9313a7c5dbef33745b9ca1f,True,True,D,A,,False,False,0.16554101125417572
3b,dev-esc50-0468,True,fireworks,prompt_only,e75bbdc8e05ba691543cb2e49429e2c2a92adb7e4948ef61073f6fdaf3d70a9e,True,True,A,B,,False,False,0.15468408132248482
3b,dev-esc50-0469,True,siren,prompt_only,8caa801f3cff17634b7b5c4507db69306b9f4d50a5fa41329b4395f9724b6281,True,True,B,D,,False,False,0.20779995528801967
3b,dev-esc50-0470,True,clock_alarm,prompt_only,c6eb81150c2f726d96d4f6b272e0e4fd399c20f16e4cb317bd54b2ea711d06c5,False,True,B,B,,False,False,0.1631168625238707
3b,dev-esc50-0471,True,rain,prompt_only,7fc63ca490c2566c8e6625e63839474ce231704fde2a70c7693ab4bdd669e130,True,True,B,C,,False,False,0.17627516331155843
3b,dev-esc50-0473,True,crow,prompt_only,81e3238c978d75e1d8390e6885f2040550ab7ceac3c319fb810889ce2949f079,True,True,A,A,,False,False,0.161592137088659
3b,dev-esc50-0474,False,glass_breaking,prompt_only,8d1f55ae98edd74f87fb934058d99fcf48acf579e6d8216f39ddd35df60e9a46,False,True,B,C,,False,False,0.17328426368978356
3b,dev-esc50-0476,True,clock_alarm,prompt_only,c8f29ea35c771ef7d47a2da8d20510b2a676fa1d38510c076ba9839914c05162,True,True,C,A,,False,False,0.18735937042048875
3b,dev-esc50-0477,True,train,prompt_only,e5d622d7faaef358a218e0b6fa68cd5508334c1dbf8757204d729fe672a40d77,True,True,B,D,,False,False,0.17816637868243226
3b,dev-esc50-0478,True,dog,prompt_only,9a24fd315142f9e0959dee7bebd34860e117babf4db06d8d58c826afe20c267b,True,False,D,D,,False,False,0.1701062431494955
3b,dev-esc50-0479,False,pig,prompt_only,ff3b7b56b7bd039c6eb0c8a8f63abd5cd7640cea1a8b57030132b1ee563013b8,True,True,B,C,,False,False,0.18230233850773295
3b,dev-esc50-0001,True,siren,fixed_daa,0512cf0097ea06026cbbd0923d94a6aa4f2fbeae336f9b9c56462fdb65efe02e,False,False,B,B,,False,False,0.18019519249344557
